SCENE_SaoHoa03-001 — PRESET 1 — EXT — WIDE STATIC HORIZON FRAME — COLD DAWN GLARE — CRATER RIM — Detailed Description (write like a compact cinematic essay): Pale morning sunlight pierces the thin Martian haze, casting long sharp shadows across a fresh structural fracture on a steep forty-five-degree crater rim. A recent micro-meteorite impact has triggered a massive regolith landslide, stripping away centuries of rust-colored dust to expose a glinting edge of wrinkled gold insulation foil buried deep in the frozen ground. The unstable slope remains precarious, under immense tectonic tension. | CONTINUITY: fresh impact scar and exposed gold insulation foil | NEXT: tracking the debris field downward | AUDIO: thin wind scrape, distant rock slide hiss, radio static | VOICE : none
SCENE_SaoHoa03-002 — PRESET 1 — EXT — SLOW LATERAL TRACK — HARD MORNING SPILL — LANDSLIDE ZONE — Detailed Description (write like a compact cinematic essay): The camera tracks slowly across the jagged line of the secondary sessional collapse where loose red sand continuously trickles down into a dark volcanic fissure. The exposed metallic gold foil of the buried debris vibrates weakly under the force of the thin atmosphere, revealing a heavily oxidized steel structural bracket beneath it. No human tracks disturb the pristine, hostile landscape. | CONTINUITY: shifting regolith over buried golden metal structures | NEXT: panning to the deep impact center | AUDIO: gravel trickling down slope, metallic vibration, wind howl | VOICE : none
SCENE_SaoHoa03-003 — PRESET 1 — EXT — DISTANT SILHOUETTE WIDE — LOW EVENING RED-GOLD LOSS LIGHT — SOUTHERN EMISTION ZONE — Detailed Description (write like a compact cinematic essay): A wider perspective captures the immense scale of the ancient impact basin under a darkening crimson sky as frozen carbon dioxide frost begins to crystallize on the upper rocks. Far below the rim, the golden foil glints like a solitary eye amidst the vast expanse of dead red desert sand, marking the location of an unresolved thermal anomaly. The environment is entirely static. | CONTINUITY: scale of the crater rim landslide and thermal anomaly site | NEXT: transitioning to the interior habitat wake-up | AUDIO: low-frequency atmosphere rumbling, quiet static hiss | VOICE : none
SCENE_SaoHoa03-166 — PRESET 2 — INT — CLOSE STRUCTURAL INSERT — DIM POWER-SAVE LIGHTING — AIRLOCK CHAMBER — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] taps the primary wall-mounted console to initiate the chamber repressurization cycle. The high-pressure nitrogen gas valves snap open with a deafening roar, filling the small room with a dense white vapor as the external atmospheric density rises rapidly. | CONTINUITY: initiating repressurization and tracking density rise | NEXT: waiting for the chamber pressure to reach normal levels | AUDIO: loud valve hiss, rushing gas roar, metal structure vibration | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-167 — PRESET 1 — INT — RESTRAINED SIDE PROFILE — EMERGENCY PULSE REFLECTION — AIRLOCK CHAMBER — Detailed Description (write like a compact cinematic essay): His body slumping heavily against the cold steel wall of the chamber, [Aiden-charactor] waits for the airlock pressure to stabilize. His patched visor is covered with a thin layer of fine red dust, reflecting his physical exhaustion as he stares blankly at the floor. | CONTINUITY: waiting out the repressurization cycle under fatigue | NEXT: unlocking the inner airlock hatch door to enter base | AUDIO: gas hiss slowing, pressure valve click, deep heavy breathing | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-168 — PRESET 2 — INT — ANCHORED OVER-SHOULDER — AIRLOCK PREP ILLUMINATION — AIRLOCK INNER HATCH — Detailed Description (write like a compact cinematic essay): Grasping the manual inner door handle, [Aiden-charactor] turns the locking spoke and pushes the heavy door open, stepping into the dim light of the primary habitat corridor. The air inside feels thin and freezing, carrying the chill of the unheated agricultural module. | CONTINUITY: entering the main base corridor after repressurization | NEXT: proceeding to the suit staging area for de-suit | AUDIO: hatch latch click, rubber seal peeling sound, boot thuds | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-169 — PRESET 1 — INT — CONSTRAINED CORRIDOR FRAME — MAINTENANCE STRIP SPILL — SUIT STAGING AREA — Detailed Description (write like a compact cinematic essay): Carrying his heavy, dust-covered canvas tool pack, [Aiden-charactor] walks slowly into the dimly lit suit room and drops the gear onto the floor. His middle-aged posture is bent with bone-deep fatigue as he prepares to remove the massive, encumbering suit assemblies. | CONTINUITY: returning to the suit room with heavy manual tools | NEXT: unlatching the fiberglass hard-upper-torso shell | AUDIO: canvas tool pack drop thud, metal tool clink, tired sigh | VOICE : I'm finally back inside. The air is freezing, and my suit is covered in fine grit. I have to check the crops. | IMAGES: Aiden-charactor
SCENE_SaoHoa03-170 — PRESET 2 — INT — CLOSE STRUCTURAL INSERT — DIM POWER-SAVE LIGHTING — SUIT BENCH — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] struggles with the stiff locking pins of his waist ring, using his cold, swollen fingers to disengage the primary latch mechanism. The heavy fiberglass hard-upper-torso shell releases with a dull mechanical click, allowing him to slide his arms free. | CONTINUITY: unlatching the heavy fiberglass upper suit shell segment | NEXT: stepping out of the lower suit assemblies on the bench | AUDIO: waist ring metallic click, locking pin pop, heavy breathing | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-171 — PRESET 2 — INT — RESTRAINED SIDE PROFILE — DIM POWER-SAVE LIGHTING — SUIT BENCH — Detailed Description (write like a compact cinematic essay): Stepping slowly out of the lower suit leg assemblies, [Aiden-charactor] sits down on the metal bench, wearing only his damp synthetic thermal undergarment. His face is pale and drawn, showing the immense physical toll of the long workday as he rubs his aching lower back. | CONTINUITY: de-suiting completed, sitting in thermal undergarment | NEXT: inspecting the corridor climate control display readings | AUDIO: suit fabric sliding off, heavy boots set down, soft groan | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-172 — PRESET 2 — INT — MEASURED PUSH-IN — REFLECTED MONITOR GLOW — HAB CORRIDOR — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] approaches the central climate monitoring terminal on the wall, his bare feet dragging slightly across the cold metal grating. The display flashes an amber warning, showing that the agricultural bay has dropped to one point eight degrees Celsius. | CONTINUITY: checking the critical drop in greenhouse temperature | NEXT: rushing to the greenhouse module to save the potato crop | AUDIO: bare feet shuffling, computer cooling fan hum, warning beep | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-173 — PRESET 3 — INT — CONSTRAINED CORRIDOR FRAME — EMERGENCY PULSE REFLECTION — GREENHOUSE THRESHOLD — Detailed Description (write like a compact cinematic essay): Pushing through the secondary pressurized door, [Aiden-charactor] enters the freezing agricultural bay, his chest tightening as he feels the bitter chill in the air. He rushes toward the primary crop beds, his focus entirely locked on the fragile green shoots. | CONTINUITY: entering the freezing greenhouse module to save crops | NEXT: examining the potato sprouts for frost damage | AUDIO: door seal hiss, rapid heartbeats, thin breathing, wind moan | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-174 — PRESET 1 — INT — FIXED INTERIOR FRAME — GREENHOUSE HUMIDITY HAZE — CROP BED — Detailed Description (write like a compact cinematic essay): Kneeling down beside the first soil containment bed, [Aiden-charactor] shines his inspection flashlight across the drooping leaves of the experimental potato plants. Thin, delicate crystals of frost are beginning to form along the edges of the green sprouts in the dim purple light. | CONTINUITY: finding frost on potato leaves in freezing greenhouse | NEXT: adjusting auxiliary power breakers to supply bed heaters | AUDIO: flashlight toggle click, soil moisture drip, cold shivering | VOICE : The soil is freezing. If I don't divert the main habitat life support power to these heaters, they're dead. | IMAGES: Aiden-charactor
SCENE_SaoHoa03-175 — PRESET 2 — INT — CLOSE TOOL INSERT — DIM POWER-SAVE LIGHTING — POWER PANEL — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] throws a series of heavy manual copper levers on the auxiliary distribution panel, bypassing the non-essential habitat sectors entirely. He channels the remaining emergency battery power directly into the soil heating elements of the agricultural beds. | CONTINUITY: diverting emergency battery power to soil heaters | NEXT: sealing a cracked window panel in the greenhouse wall | AUDIO: copper lever clank, electrical transformer hum, system beep | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-176 — PRESET 2 — INT — RESTRAINED SIDE PROFILE — DIM POWER-SAVE LIGHTING — GREENHOUSE WALL — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] applies a thick, high-density silicone repair patch over a tiny structural seam on the outer window frame where frost is thickest. He uses his thumb to press the adhesive seal tight, stopping the micro-leak of cold air that was chilling the nearest bed. | CONTINUITY: sealing structural micro-leak on greenhouse window | NEXT: checking the thermal sensor probe temperature trend | AUDIO: sticky adhesive peeling, firm thumb rubbing, wind buffeting | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-177 — PRESET 2 — INT — CLOSE STRUCTURAL INSERT — REFLECTED MONITOR GLOW — CROP BED — Detailed Description (write like a compact cinematic essay): The camera focuses on the digital thermal probe display as [Aiden-charactor] holds his fingers steady against the metal casing. The small red liquid crystal readout rises slowly from one point eight degrees to two point four degrees, confirming that the grid override has begun to work. | CONTINUITY: monitoring the gradual soil temperature rise | NEXT: resting on the greenhouse floor as systems stabilize | AUDIO: probe diagnostic beep, low hum of heating elements, sigh | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-178 — PRESET 1 — INT — FIXED INTERIOR FRAME — GREENHOUSE HUMIDITY HAZE — GREENHOUSE FLOOR — Detailed Description (write like a compact cinematic essay): Sitting on the cold metal floor between the rows of warming crop beds, [Aiden-charactor] rests his head against a support beam, exhausted. The pale purple light of the growth lamps casts long shadows across his pale face as he shivers slightly in the unheated bay, waiting. | CONTINUITY: resting in the stabilizing agricultural module | NEXT: moving to the maintenance workshop to repair his helmet | AUDIO: low heater fan drone, condensation dripping, deep breathing | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-179 — PRESET 1 — INT — MEDIUM STATIC WORKING FRAME — WORK-LAMP CONE — MAINTENANCE WORKSHOP — Detailed Description (write like a compact cinematic essay): Standing at his workbench under the warm cone of a halogen lamp, [Aiden-charactor] places his dusty, cracked helmet onto a rotating repair clamp. He looks at the damage with a weary, analytical expression, preparing to assess the structural integrity of the outer polycarbonate layer. | CONTINUITY: assessing helmet visor damage in the workshop | NEXT: checking the crack depth with a microscopic viewer | AUDIO: clamp adjusting click, helmet resting squeak, tool clink | VOICE : The visor took a hard hit during the landslide. The inner seal held, but I need to patch the outer layer properly. | IMAGES: Aiden-charactor
SCENE_SaoHoa03-180 — PRESET 2 — INT — CLOSE STRUCTURAL INSERT — WORK-LAMP CONE — WORKBENCH — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] peers through a sliding microscopic viewer to inspect the depth of the spiderweb crack running across his helmet visor. The display shows that the fracture has only penetrated forty percent of the protective outer composite, leaving the secondary pressure seal intact. | CONTINUITY: inspecting the depth of the visor fracture | NEXT: applying permanent epoxy sealant to the cracked surface | AUDIO: microscopic lens slide click, dial turning, low system hum | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-181 — PRESET 2 — INT — RESTRAINED SIDE PROFILE — WORK-LAMP CONE — WORKBENCH — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] uses a fine-tip applicator syringe to inject a clear, high-density structural epoxy sealant directly into the spiderweb cracks of his visor. His hand is remarkably steady as he traces the fracture line, ensuring that the sealant fills every microscopic gap to prevent leaks. | CONTINUITY: applying epoxy sealant to repair the cracked visor | NEXT: placing the repaired helmet back onto the storage rack | AUDIO: syringe plunger sliding squeak, soft chemical smell, hum | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-182 — PRESET 2 — INT — CLOSE STRUCTURAL INSERT — DIM POWER-SAVE LIGHTING — SUIT RACK — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] slides the fully repaired helmet back onto its primary charging and diagnostics dock on the wall rack. The status indicator light turns to a solid, pulsing blue, indicating that the pressure diagnostics are running and the seals are curing under low heat. | CONTINUITY: placing repaired helmet onto the diagnostics rack | NEXT: entering the kitchen bay to prepare a simple meal | AUDIO: guide rail sliding click, electronic dock engagement beep | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-183 — PRESET 1 — INT — FIXED INTERIOR FRAME — PALE SLEEPING-BAY GLOW — KITCHEN CORNER — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] stands in the small, narrow kitchen corner, his body trembling slightly from the lingering cold of the unheated habitat corridors. He reaches for a plastic pouch of dehydrated food and a metal water flask, preparing to restore his energy after the long, grueling sol. | CONTINUITY: preparing a meal under extreme physical fatigue | NEXT: heating the dehydrated food at the simple prep station | AUDIO: cabinet hinge squeak, plastic pouch rustling, water slosh | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-184 — PRESET 2 — INT — CLOSE TOOL INSERT — DIM POWER-SAVE LIGHTING — PREP STATION — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] injects a small amount of warm recycled water into the pouch of dehydrated potato cubes, shaking it gently to distribute the moisture. The simple heating element hums to life, casting a dim orange glow over his worn hands as he waits for the modest meal to warm. | CONTINUITY: preparing warm food to combat body temperature drop | NEXT: eating his meal in the quiet, empty dining space | AUDIO: water injector hiss, heating element hum, pouch rustle | VOICE : Eating dehydrated rations in the quiet. This is the victory – surviving another day on this dead rock with a crop still alive. | IMAGES: Aiden-charactor
SCENE_SaoHoa03-185 — PRESET 1 — INT — RESTRAINED SIDE PROFILE — DIM POWER-SAVE LIGHTING — DINING CORNER — Detailed Description (write like a compact cinematic essay): Sitting alone at the small steel dining table, [Aiden-charactor] eats his meal slowly, chewing each bite with a flat, emotionless expression. The complete silence of the empty habitat surrounds him, emphasizing his absolute isolation as he stares blankly at the empty seat opposite him. | CONTINUITY: dining alone in the silent, empty habitat room | NEXT: cleaning up the prep area and checking backup comms | AUDIO: spoon scraping pouch, jaw movement, heavy breathing, hum | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-186 — PRESET 2 — INT — CLOSE TOOL INSERT — PALE SLEEPING-BAY GLOW — SINK BASIN — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] uses a damp, water-restricted cloth to meticulously wipe clean his metal spoon and eating surface. Every drop of moisture must be preserved and recycled by the habitat systems, requiring him to maintain strict resource discipline even when completely exhausted. | CONTINUITY: maintaining strict water conservation during cleanup | NEXT: checking the analog backup printer in the server room | AUDIO: cloth rubbing steel, metallic spoon clink, water pump whir | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-187 — PRESET 2 — INT — CONSTRAINED CORRIDOR FRAME — MAINTENANCE STRIP SPILL — SERVER ROOM — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] walks down the dark, narrow server corridor toward the backup communications station. His steps are heavy and dragging, but his focus is sharp as he approaches the old analog telemetry terminal that he reconnected to the external backup receiver antenna. | CONTINUITY: heading to the server room to check for signal feedback | NEXT: observing the analog paper printer for any activity | AUDIO: dragging footfalls, server cooling fan drone, relay clicks | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-188 — PRESET 2 — INT — FIXED INTERIOR FRAME — REFLECTED MONITOR GLOW — SERVER DESK — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] stands before the vintage analog printer terminal, his eyes locked on the paper roll. The screen is dark, but the mechanical needle of the thermal printer is positioned near the edge of the roll, waiting for any weak electrical impulse to trigger a physical printout. | CONTINUITY: inspecting the silent analog printer terminal | NEXT: watching the mechanical needle begin its printing cycle | AUDIO: cooling fan whir, high-frequency static hiss, heartbeat | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-189 — PRESET 1 — INT — RESTRAINED SIDE PROFILE — DIM POWER-SAVE LIGHTING — SERVER DESK — Detailed Description (write like a compact cinematic essay): Leaning over the desk, [Aiden-charactor] watches as the old mechanical needle suddenly jumps, producing a sharp, rhythmic series of metallic clicking sounds. A thin, jagged line of Latin characters begins to print out slowly on the narrow strip of thermal paper. His chest tightens. | CONTINUITY: observing the first mechanical printout activity | NEXT: reading the first printed characters of the transmission | AUDIO: sharp printer clicking, gear clicking, rapid respiration | VOICE : The backup line is clicking. The old analog system is translating a physical signal crossing the void right now. | IMAGES: Aiden-charactor
SCENE_SaoHoa03-190 — PRESET 3 — INT — CLOSE TOOL INSERT — REFLECTED MONITOR GLOW — SERVER DESK — Detailed Description (write like a compact cinematic essay): The camera zooms in on the narrow thermal paper strip as the heated needle slowly burns the first set of Latin letters into the surface. [Aiden-charactor] holds his breath, his eyes tracking every movement of the mechanism as it spells out the beginning of the return transmission. | CONTINUITY: reading the raw printed characters on the paper strip | NEXT: tracing the printed letters with his finger | AUDIO: rhythmic mechanical clicks, paper feed scroll, suit hum | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-191 — PRESET 2 — INT — RESTRAINED SIDE PROFILE — DIM POWER-SAVE LIGHTING — SERVER DESK — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] uses a trembling, calloused finger to trace the freshly printed letters on the warm paper strip: "W... E... R... E... A... D... Y... O... U...". His face is tense with concentration as he waits for the rest of the message to feed through the roller. | CONTINUITY: tracing the letters of the confirmed transmission | NEXT: waiting for the final line of the message to print out | AUDIO: paper scrolling hiss, mechanical gear ticks, heavy gasp | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-192 — PRESET 2 — INT — FIXED INTERIOR FRAME — REFLECTED MONITOR GLOW — SERVER DESK — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] stands frozen in place as the analog machine continues to scroll, feeding another three centimeters of paper into the light. The needle maintains its steady, rhythmic clicking, spelling out the final line of the message that crossed fifty-five million kilometers. | CONTINUITY: waiting for the final message line to print | NEXT: reading the complete message text on the paper roll | AUDIO: rhythmic printer clicking, low-frequency server hum | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-193 — PRESET 1 — INT — RESTRAINED SIDE PROFILE — DIM POWER-SAVE LIGHTING — SERVER DESK — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] reads the final printed line on the narrow paper strip: "Y... O... U... A... R... E... N... O... T... A... L... O... N... E...". He stands completely motionless, his lips parting slightly as the profound reality of the message breaks through the absolute silence. | CONTINUITY: reading the final message: you are not alone | NEXT: touching the warm paper roll with his hand | AUDIO: printer motor winding down, paper tearing sound, silence | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-194 — PRESET 2 — INT — CLOSE TOOL INSERT — REFLECTED MONITOR GLOW — SERVER DESK — Detailed Description (write like a compact cinematic essay): The camera frames the narrow strip of thermal paper clutched in the hand of [Aiden-charactor] as a single tear slips down his cheek and lands near the ink. His fingers are trembling slightly, but his grip is firm, holding the first tangible proof of human connection in years. | CONTINUITY: clutching the thermal paper strip in his hand | NEXT: sitting in his chair to process the confirmed contact | AUDIO: paper crinkling, soft intake of breath, server fan drone | VOICE : We established the link. The landing coordinates are secure, and they answered. They know I'm still here. | IMAGES: Aiden-charactor
SCENE_SaoHoa03-195 — PRESET 2 — INT — FIXED INTERIOR FRAME — DIM POWER-SAVE LIGHTING — SERVER DESK — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] sits back in his metal chair, holding the long paper strip close to his chest as he stares at the dark ceiling. His lined face is filled with a mixture of immense exhaustion and quiet relief, the heavy burden of his solitary mission lifted for a brief, fleeting moment. | CONTINUITY: sitting in relief with the printed paper strip | NEXT: staring out the small viewport window into the dark night | AUDIO: chair frame squeak, deep slow breathing, low cabin hum | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-196 — PRESET 1 — INT — RESTRAINED SIDE PROFILE — DIM POWER-SAVE LIGHTING — HAB VIEWPORT — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] walks to the small circular viewport on the outer wall, staring out at the freezing, wind-swept Martian desert under the cold starlight. The landscape is dark and hostile, but his expression is peaceful as he holds the warm printed paper strip in his hand. | CONTINUITY: looking out at the night desert with paper strip | NEXT: checking the central battery levels on the wall screen | AUDIO: wind howling against exterior shell, heavy slow breathing | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-197 — PRESET 1 — INT — ANCHORED OVER-SHOULDER — DIM POWER-SAVE LIGHTING — CONTROL DESK — Detailed Description (write like a compact cinematic essay): Looking over the shoulder of [Aiden-charactor], the central power display has stabilized at a safe forty percent capacity. The automated systems confirm that the temporary agricultural override is complete, and the main habitat systems are recovering from the severe grid strain. | CONTINUITY: power grid levels stabilized after the crisis | NEXT: checking the final greenhouse temperature readings | AUDIO: system confirmation chime, computer hum, cooling fan whir | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-198 — PRESET 2 — INT — MEASURED PUSH-IN — REFLECTED MONITOR GLOW — CONTROL DESK — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] monitors the agricultural sensor logs, which show the soil temperature has reached a safe six degrees Celsius. The danger of total crop loss has passed, and the fragile green potato shoots are beginning to recover under the restored purple growth lights. | CONTINUITY: verifying greenhouse stabilization and soil warming | NEXT: moving to sleeping quarters to prepare the video log | AUDIO: keyboard clicks, screen refresh tone, cooling fan hum | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-199 — PRESET 2 — INT — RESTRAINED SIDE PROFILE — DIM POWER-SAVE LIGHTING — RECORDING CORNER — Detailed Description (write like a compact cinematic essay): Entering his small personal sleeping quarters, [Aiden-charactor] sets up the compact digital video recorder on his desk. He positions the camera lens to face his chair, preparing to document the day's critical events for the future mission logs of the next supply teams. | CONTINUITY: preparing the digital video recorder for the sol log | NEXT: adjusting the camera focus on the desk unit | AUDIO: camera lens mount click, desk chair dragging, hum | VOICE : It's time to record the day's log. Tomorrow is another round of insulation repairs, but tonight the record must stand. | IMAGES: Aiden-charactor
SCENE_SaoHoa03-200 — PRESET 2 — INT — CLOSE TOOL INSERT — DIM POWER-SAVE LIGHTING — WORK DESK — Detailed Description (write like a compact cinematic essay): The camera frames the lens ring as [Aiden-charactor] turns the dial to adjust the focus and lighting parameters of the recording unit. His hand is steady, displaying his structured discipline as the red recording indicator begins to pulse slowly, casting a faint light on his face. | CONTINUITY: adjusting focus and starting video recording | NEXT: sitting down in front of the lens to begin the log | AUDIO: camera lens ring clicking, electronic beep, cooling fan | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-201 — PRESET 1 — INT — FIXED INTERIOR FRAME — REFLECTED MONITOR GLOW — SLEEPING POD — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] sits down in the center of the camera frame, his middle-aged face tired and lined with dirt as he clears his throat. The pulsing red recording light is visible in the corner of his eye, marking the start of his personal video journal for Sol four hundred. | CONTINUITY: sitting in front of camera to begin the video log | NEXT: speaking to the camera about the satellite discovery | AUDIO: soft throat clearing, deep inhalation, camera fan hum | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-202 — PRESET 2 — INT — RESTRAINED SIDE PROFILE — DIM POWER-SAVE LIGHTING — RECORDING CORNER — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] speaks to the camera, explaining the discovery of the old mechanical satellite and the successful alignment of the directional laser transmitter. He gestures toward the hand-drawn coordinate maps on his desk, keeping his voice quiet and controlled. | CONTINUITY: explaining satellite alignment and laser transmission | NEXT: describing the landslide at the crater rim site | AUDIO: quiet low voice speaking, desk drawer sliding, fan hum | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-203 — PRESET 2 — INT — ANCHORED OVER-SHOULDER — REFLECTED MONITOR GLOW — SLEEPING POD — Detailed Description (write like a compact cinematic essay): Looking over the camera shoulder, [Aiden-charactor] details the catastrophic landslide that swept the satellite into the deep crater abyss. He explains that while the hardware was lost, the critical landing coordinates were fully transmitted and acknowledged before the fall. | CONTINUITY: explaining the landslide and loss of the satellite | NEXT: speaking about the confirmed message from Earth | AUDIO: quiet voice speaking, camera hum, ventilation drone | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-204 — PRESET 1 — INT — FIXED INTERIOR FRAME — REFLECTED MONITOR GLOW — SLEEPING POD — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] looks directly into the lens, holding up the narrow strip of printed thermal paper containing the return message from Earth. His expression is highly disciplined but touched with deep emotion as he records the successful confirmation of the backup link. | CONTINUITY: displaying the printed return message to the camera | NEXT: detailing the cost of the transmission on the crops | AUDIO: paper crinkling, low spoken words, rhythmic air blower | VOICE : We have a working backup connection. The coordinates are confirmed. The next supply ships have a beacon to find this home. | IMAGES: Aiden-charactor
SCENE_SaoHoa03-205 — PRESET 2 — INT — RESTRAINED SIDE PROFILE — DIM POWER-SAVE LIGHTING — RECORDING CORNER — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] explains the severe thermal cost of the long-range run, documenting how the greenhouse temperature dropped to a dangerous two degrees Celsius to charge the rover. He notes that the crops survived and the agricultural bay has stabilized. | CONTINUITY: documenting greenhouse thermal drop and stabilization | NEXT: looking down at the hand-drawn southern valley maps | AUDIO: quiet spoken voice, paper rustling, cooling fan whir | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-206 — PRESET 1 — INT — CLOSE TOOL INSERT — REFLECTED MONITOR GLOW — WORK DESK — Detailed Description (write like a compact cinematic essay): The camera zooms in on the old hand-drawn map of the southern ridges as [Aiden-charactor] traces the path he traveled today with a red marker. His hand moves slowly, marking the landslide sector as a restricted, dangerous zone for any future ground exploration. | CONTINUITY: updating the map with restricted landslide zones | NEXT: describing tomorrow's task to reinforce greenhouse walls | AUDIO: marker scratching paper, quiet ventilation hum, breathing | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-207 — PRESET 2 — INT — RESTRAINED SIDE PROFILE — DIM POWER-SAVE LIGHTING — SLEEPING POD — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] states his planned objectives for the next morning, focusing on reinforcing the greenhouse window insulation and checking the rover battery health. He speaks with technical precision, maintaining his professional focus despite his extreme fatigue. | CONTINUITY: detailing tomorrow's insulation reinforcement tasks | NEXT: recording the specific landing coordinate parameters | AUDIO: quiet spoken voice, desk lamp adjustment click, hum | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-208 — PRESET 2 — INT — ANCHORED OVER-SHOULDER — REFLECTED MONITOR GLOW — SLEEPING POD — Detailed Description (write like a compact cinematic essay): Looking over the shoulder of [Aiden-charactor], he records the specific coordinate parameters for the future landing sectors into the terminal log. His fingers move across the keyboard, entering the numbers that will guide the supply ships directly to the base perimeter. | CONTINUITY: entering coordinates into the permanent system log | NEXT: recording the final personal summary of the day's sol | AUDIO: deliberate keyboard keystrokes, system beep, fan whir | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-209 — PRESET 1 — INT — FIXED INTERIOR FRAME — REFLECTED MONITOR GLOW — SLEEPING POD — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] looks directly into the camera lens with a weary, intensely focused expression. He pauses for several seconds, letting the silence of the room settle as he prepares his final personal words for the log, summarizing the profound significance of the day. | CONTINUITY: delivering the final personal words of the video log | NEXT: describing the absolute silence of the Martian night | AUDIO: camera fan hum, quiet breathing, absolute room silence | VOICE : The old machine is gone, but the path is open. We are keeping the lights on. Tomorrow, we build. | IMAGES: Aiden-charactor
SCENE_SaoHoa03-210 — PRESET 2 — INT — RESTRAINED SIDE PROFILE — DIM POWER-SAVE LIGHTING — SLEEPING POD — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] describes the absolute silence of the Martian night outside the thick habitat walls, noting that the wind has begun to die down. His posture is relaxed as he speaks, showing the gradual transition from high-stakes survival stress to quiet reflection. | CONTINUITY: describing the peaceful external environmental conditions | NEXT: reflecting on the small potato plants that survived | AUDIO: quiet spoken voice, distant valve hiss, low ventilation | VOICE : none | IMAGES: Aiden-charactor
